,usage_id,subscription_id,usage_date,feature_name,usage_count,usage_duration_secs,error_count,is_beta_feature,post_release,usage_pk
142,usage_142,S-0c03b0,2024-04-02,feature_37,11,5697,0,False,False,id-txSvba
143,usage_143,S-ccd045,2024-05-03,feature_3,11,3283,0,False,False,id-RKhtJI
144,usage_144,S-b33593,2023-06-28,feature_6,11,1699,0,False,False,id-xWHlMj
145,usage_145,S-ce0d60,2023-11-13,feature_31,12,4921,0,False,False,id-jUblJF
146,usage_146,S-e6ad38,2024-01-03,feature_23,9,2328,1,False,False,id-dgoDbj
147,usage_147,S-018501,2024-10-28,feature_18,8,569,0,False,False,id-mVJAlV
148,usage_148,S-d9f26e,2025-02-24,feature_30,11,2994,0,False,False,id-oJLxbf
149,usage_149,S-e6b450,2024-12-06,feature_10,7,1208,0,False,False,id-VSlKSw
150,usage_150,S-a84c82,2024-03-30,feature_34,11,3424,0,False,False,id-uNZmUw
151,usage_151,S-579a24,2024-12-06,feature_17,10,3105,0,False,False,id-vJEwNW
152,usage_152,S-dd1d46,2023-05-26,feature_new_ai,6,403,1,False,False,id-uWBlam
153,usage_153,S-21bd9b,2024-04-26,feature_17,3,1717,1,False,False,id-qYVMqA
154,usage_154,S-5f30ce,2024-07-11,feature_20,12,7462,0,False,False,id-zdlOkH
155,usage_155,S-e964b6,2024-06-12,feature_2,9,4627,0,False,False,id-JKJtHJ
156,usage_156,S-027102,2024-10-13,feature_33,6,4525,2,False,False,id-ngnfiE
157,usage_157,S-a83bc2,2024-09-28,feature_20,16,4257,1,False,False,id-jvMyjv
158,usage_158,S-198dbe,2024-08-24,feature_24,14,1609,0,False,False,id-XZoTli
159,usage_159,S-6f43f7,2023-10-24,feature_2,12,2416,0,False,False,id-kFWnyJ
160,usage_160,S-ac6f24,2023-08-03,feature_17,16,4405,0,True,False,id-UfWuJB
161,usage_161,S-fdb8f1,2023-04-22,feature_30,6,2472,2,False,False,id-tFdDrx
162,usage_162,S-c5bec0,2023-04-19,feature_8,9,1724,0,False,False,id-FXNXPa
163,usage_163,S-c63e51,2024-04-15,feature_36,10,4149,0,False,False,id-jVUiCB
164,usage_164,S-c069ab,2023-04-14,feature_3,4,2025,0,False,False,id-MLUozs
165,usage_165,S-b3c4b8,2023-02-03,feature_29,16,2753,0,True,False,id-GuivrZ
166,usage_166,S-0802a4,2023-05-02,feature_11,11,1577,3,False,False,id-ScyPRW
167,usage_167,S-5fffe8,2023-04-04,feature_17,5,2358,0,False,False,id-MjPdEX
168,usage_168,S-47ce2d,2023-06-05,feature_24,7,1137,0,False,False,id-xTzLId
169,usage_169,S-778307,2024-09-27,feature_13,14,3666,0,False,False,id-uxntbK
170,usage_170,S-c15f06,2024-09-18,feature_19,13,3282,0,False,False,id-OCyHXT
171,usage_171,S-d7163c,2024-07-30,feature_9,14,7224,0,False,False,id-PwyogY
172,usage_172,S-0eb2e0,2023-07-10,feature_38,6,1747,0,False,False,id-qGGmac
173,usage_173,S-cb100e,2024-05-13,feature_10,12,1336,1,False,False,id-qRKROf
174,usage_174,S-ad31b0,2024-08-11,feature_27,10,3049,0,False,False,id-esyPon
175,usage_175,S-e92512,2024-01-16,feature_28,9,2908,0,False,False,id-ddVixk
176,usage_176,S-004eb4,2023-09-24,feature_10,9,620,0,False,False,id-NPKmsd
177,usage_177,S-5bbfe3,2024-06-27,feature_10,2,376,1,False,False,id-CDabDS
178,usage_178,S-535bd1,2024-11-11,feature_5,11,4281,0,False,False,id-jvWyJe
179,usage_179,S-c005ac,2024-03-16,feature_34,7,1089,1,False,False,id-NIEllA
180,usage_180,S-7a1803,2024-09-12,feature_30,7,6863,0,False,False,id-BAPzzQ
181,usage_181,S-532502,2024-05-06,feature_37,12,5105,0,False,False,id-uWvvZO
182,usage_182,S-ffd1ee,2025-01-13,feature_34,13,3563,1,False,False,id-hMKeSA
183,usage_183,S-1dfdd0,2023-04-22,feature_35,8,1725,1,False,False,id-liZFaC
184,usage_184,S-f60667,2025-01-14,feature_8,6,1634,0,True,False,id-vSSDcJ
185,usage_185,S-c158df,2024-07-17,feature_19,13,4245,1,False,False,id-zcbQyI
186,usage_186,S-1c23d2,2023-04-14,feature_35,7,1199,0,False,False,id-BoKeXw
187,usage_187,S-390955,2024-02-14,feature_34,19,8176,0,False,False,id-yyEBrt
188,usage_188,S-d43ad9,2024-07-13,feature_34,17,5554,2,False,False,id-mjUDGB
189,usage_189,S-bdac36,2024-05-06,feature_17,9,5840,0,False,False,id-reKZkH
190,usage_190,S-4af421,2024-12-03,feature_13,5,1204,0,False,False,id-oOVWPk
191,usage_191,S-ceaca8,2024-10-22,feature_18,8,4843,0,False,False,id-Rmppna
192,usage_192,S-cf59a0,2024-07-06,feature_1,8,248,0,False,False,id-AazmzJ
193,usage_193,S-0a8200,2024-06-02,feature_2,12,1263,2,False,False,id-GplRxo
194,usage_194,S-79ab7e,2024-07-14,feature_2,5,1592,2,False,False,id-tskgEN
195,usage_195,S-39a28e,2024-07-26,feature_19,16,5729,0,False,False,id-AuWXEx
196,usage_196,S-778307,2024-10-02,feature_37,8,2895,0,False,False,id-cHgisb
197,usage_197,S-38dcab,2023-10-12,feature_2,12,4519,0,False,False,id-VKGYCV
198,usage_198,S-2ff628,2023-10-26,feature_19,10,2392,0,False,False,id-ZMtums
199,usage_199,S-6d4050,2023-07-29,feature_17,7,4342,1,False,False,id-bGYVQv
200,usage_200,S-70c743,2024-04-08,feature_26,11,2648,2,False,False,id-NBFMTc
201,usage_201,S-6a9918,2023-06-17,feature_24,13,2912,0,False,False,id-ygNAHT
202,usage_202,S-0e499f,2024-11-22,feature_24,10,2074,1,False,False,id-dfSfda
203,usage_203,S-00866d,2024-03-07,feature_31,11,2408,1,True,False,id-mNzJyY
204,usage_204,S-b204c4,2024-02-27,feature_18,8,1615,0,False,False,id-PqbqqB
205,usage_205,S-8a50a0,2023-04-17,feature_10,12,4027,3,False,False,id-JBxPrj
206,usage_206,S-92dede,2024-08-26,feature_21,12,2962,3,False,False,id-PdOXDY
207,usage_207,S-5313fa,2023-10-30,feature_16,14,6816,0,False,False,id-BJVGTp
208,usage_208,S-cf30e2,2024-11-11,feature_6,15,3386,0,False,False,id-gLMqNU
209,usage_209,S-62b7cf,2024-08-05,feature_21,5,2133,1,True,False,id-qttzvW
210,usage_210,S-cfcd07,2023-03-08,feature_29,9,3020,0,False,False,id-akpwLA
211,usage_211,S-703faf,2024-02-20,feature_12,9,1449,2,False,False,id-dfSJcl
212,usage_212,S-575bef,2023-05-04,feature_30,15,4342,0,True,False,id-dXrrHo
213,usage_213,S-43cd30,2023-06-18,feature_14,8,1733,1,False,False,id-BdXSNw
214,usage_214,S-544f34,2024-09-18,feature_8,12,2600,3,False,False,id-SrIRor
215,usage_215,S-9b8504,2023-02-04,feature_31,7,598,0,False,False,id-ZdxsUR
216,usage_216,S-7d66fb,2024-03-08,feature_30,13,423,2,False,False,id-ZfCmyZ
217,usage_217,S-65d722,2024-07-26,feature_15,6,1682,0,False,False,id-BkltES
218,usage_218,S-9333c5,2024-06-11,feature_35,11,6073,0,False,False,id-zPSXzq
219,usage_219,S-55db9e,2024-02-08,feature_29,15,4194,0,False,False,id-kcPzyX
220,usage_220,S-d425c9,2024-03-18,feature_24,12,1350,1,False,False,id-nLYWFJ
221,usage_221,S-f6cd70,2024-05-23,feature_25,9,2256,4,False,False,id-FlKGbC
222,usage_222,S-648618,2024-08-25,feature_32,12,3619,0,False,False,id-LzGqwK
223,usage_223,S-ddc51c,2024-10-11,feature_20,9,1735,0,False,False,id-iQjJgo
224,usage_224,S-23587d,2025-01-03,feature_30,11,2746,3,False,False,id-zIucwn
225,usage_225,S-2f729b,2024-05-13,feature_24,6,3456,2,False,False,id-JaLSrI
226,usage_226,S-726749,2023-06-30,feature_6,13,10138,2,False,False,id-BvXckf
227,usage_227,S-2a57b3,2024-02-10,feature_19,9,1826,0,False,False,id-WAiSrV
228,usage_228,S-ada718,2024-07-23,feature_32,7,1873,1,False,False,id-ToNxur
229,usage_229,S-f5c472,2023-10-26,feature_22,7,494,1,False,False,id-BKBhSP
230,usage_230,S-227856,2024-03-26,feature_25,14,5416,0,False,False,id-XoQJnf
231,usage_231,S-48d2b5,2024-03-05,feature_7,16,3253,2,False,False,id-hlldiy
232,usage_232,S-38a5fb,2024-12-08,feature_32,10,625,0,False,False,id-YhqDAw
233,usage_233,S-ccd045,2024-04-07,feature_26,12,1271,0,False,False,id-hdnyKk
234,usage_234,S-b51d34,2025-01-14,feature_38,13,3863,5,False,False,id-AxVIBR
235,usage_235,S-eaa2c2,2023-10-08,feature_1,14,6302,0,False,False,id-RVyruR
236,usage_236,S-4d30ba,2024-07-07,feature_9,7,1490,1,False,False,id-qGLpZL
237,usage_237,S-d33d84,2024-09-10,feature_9,13,6709,0,True,False,id-zKnKyM
238,usage_238,S-9bf16e,2023-09-14,feature_27,12,7810,3,False,False,id-PeUmak
239,usage_239,S-8b1c37,2024-08-12,feature_12,10,4083,0,False,False,id-ESZtrN
240,usage_240,S-d6dc7a,2024-06-15,feature_19,12,2509,0,False,False,id-eMKsAm
241,usage_241,S-ae3270,2024-03-10,feature_18,10,5893,1,False,False,id-bGiZjt
242,usage_242,S-18e3a5,2024-06-03,feature_36,11,5391,0,False,False,id-KslrDg
243,usage_243,S-5d532c,2024-12-24,feature_37,8,899,0,False,False,id-sfqNsB
244,usage_244,S-fc4ac6,2023-10-22,feature_28,6,2513,0,False,False,id-dAwoXj
245,usage_245,S-2ba4ee,2024-01-10,feature_2,14,3200,0,False,False,id-nPnXLF
246,usage_246,S-aaed3e,2024-09-12,feature_6,6,3848,0,False,False,id-pJBfzF
247,usage_247,S-ff4611,2024-08-10,feature_27,6,503,0,False,False,id-hDzMlq
248,usage_248,S-27c993,2024-10-28,feature_3,16,6330,0,False,False,id-byimyx
249,usage_249,S-4d2392,2024-05-16,feature_6,9,942,0,True,False,id-iFEnpg
250,usage_250,S-75cba6,2023-04-25,feature_26,10,2167,0,False,False,id-rcmlai
251,usage_251,S-41d741,2023-04-09,feature_7,7,2931,0,False,False,id-nEgFeu
252,usage_252,S-677801,2024-02-29,feature_40,12,5485,0,False,False,id-jUWzmT
253,usage_253,S-ae3270,2024-03-07,feature_2,15,729,2,True,False,id-dRaQbb
254,usage_254,S-c5a146,2024-06-23,feature_24,4,1747,2,False,False,id-xrSUhC
255,usage_255,S-be079b,2023-07-21,feature_5,10,4130,0,False,False,id-SCXPNY
256,usage_256,S-8eb955,2023-12-17,feature_15,8,3837,0,False,False,id-mgwqxG
257,usage_257,S-2b4a26,2024-03-05,feature_40,10,1115,1,False,False,id-uUnfHq
258,usage_258,S-1e5fd7,2024-01-08,feature_38,11,2462,0,False,False,id-CQkWBE
259,usage_259,S-92a38d,2023-05-03,feature_17,13,4084,0,True,False,id-yUWEcD
260,usage_260,S-6a0399,2023-12-30,feature_22,15,4699,0,False,False,id-qNpSxj
261,usage_261,S-615487,2024-04-30,feature_27,9,6181,2,False,False,id-kdXEDs
262,usage_262,S-7ff88c,2024-05-27,feature_5,14,1871,1,False,False,id-dlVtUc
263,usage_263,S-82a67a,2024-06-28,feature_33,7,1110,0,False,False,id-zolCnr
264,usage_264,S-78c894,2024-09-22,feature_38,11,4430,0,False,False,id-CArFHU
265,usage_265,S-55d53c,2023-08-13,feature_30,13,3012,0,True,False,id-mPVvjj
266,usage_266,S-3311b1,2023-02-19,feature_4,11,1223,0,False,False,id-JlOsJM
267,usage_267,S-0896f4,2024-05-02,feature_19,14,2677,0,False,False,id-IRGvFa
268,usage_268,S-10fc7d,2023-02-11,feature_21,5,1590,0,False,False,id-gYoJcw
269,usage_269,S-0fc73c,2023-03-20,feature_39,9,3836,4,False,False,id-PuMAYW
270,usage_270,S-b5b9a5,2023-04-28,feature_31,12,4422,1,False,False,id-wtMuev
271,usage_271,S-6696a0,2023-11-10,feature_17,10,1375,0,False,False,id-pshLLd
272,usage_272,S-ce932b,2023-06-28,feature_16,9,4062,0,False,False,id-ciFCvD
273,usage_273,S-4c6ee1,2024-09-25,feature_8,11,2571,3,True,False,id-EznezM
274,usage_274,S-2a6eb3,2024-05-31,feature_28,9,2643,0,False,False,id-hcFqGu
275,usage_275,S-22014f,2024-10-13,feature_39,12,2202,2,False,False,id-rpMGqI
276,usage_276,S-a3300f,2025-01-04,feature_6,5,288,0,False,False,id-MBXSxi
277,usage_277,S-388f70,2023-02-10,feature_31,8,2469,4,False,False,id-idXMqI
278,usage_278,S-c5a75d,2023-03-15,feature_24,10,2227,0,False,False,id-eyBRYp
279,usage_279,S-bdd4c5,2024-01-30,feature_9,15,4841,0,False,False,id-fZbIkx
280,usage_280,S-0d8293,2023-12-25,feature_22,11,3202,0,False,False,id-vaionT
281,usage_281,S-ac6f24,2023-09-20,feature_22,11,873,0,False,False,id-IWZovk
282,usage_282,S-5b9bb9,2024-03-18,feature_7,6,1492,0,False,False,id-mGBCpR
283,usage_283,S-522a6f,2023-02-26,feature_35,13,2993,0,False,False,id-skTLbA
284,usage_284,S-1bbf0a,2024-01-24,feature_6,9,6691,2,False,False,id-dDkqnQ
285,usage_285,S-c0127d,2023-01-16,feature_35,10,2378,0,True,False,id-vmrxCS
286,usage_286,S-b07043,2023-02-17,feature_20,8,2304,0,False,False,id-KqiEve
287,usage_287,S-75c1b4,2023-07-14,feature_27,10,1743,4,True,False,id-zqbzgd
288,usage_288,S-de7a48,2024-03-09,feature_17,13,1752,1,False,False,id-EZHlhd
289,usage_289,S-dccf50,2024-12-20,feature_26,13,568,0,False,False,id-wCQatB
290,usage_290,S-e0bfb1,2023-12-05,feature_12,10,5367,0,False,False,id-vnzkds
291,usage_291,S-8738af,2023-09-05,feature_11,10,3361,4,False,False,id-bUiVRP
292,usage_292,S-b29d83,2024-08-29,feature_31,15,1075,0,False,False,id-ymDsHO
293,usage_293,S-befdf1,2024-07-13,feature_17,7,970,0,False,False,id-ispKfY
294,usage_294,S-b5e9e7,2023-09-25,feature_18,7,2939,0,False,False,id-RLgqxI
295,usage_295,S-495d33,2023-05-06,feature_18,10,1593,0,False,False,id-gauZSt
296,usage_296,S-61cc6f,2024-12-23,feature_14,10,3451,0,True,False,id-yiGVXO
297,usage_297,S-8b9deb,2024-03-15,feature_26,9,2966,0,False,False,id-bHzWxO
298,usage_298,S-31178d,2024-09-18,feature_38,11,1412,0,False,False,id-VKbLMl
299,usage_299,S-0b7de7,2023-08-18,feature_10,14,2511,0,False,False,id-ZwLuLr
300,usage_300,S-03a5b0,2024-10-27,feature_38,10,5566,0,False,False,id-uJcOmw
301,usage_301,S-a3927a,2025-02-23,feature_36,10,291,0,False,False,id-kYoWfL
