subscription_id,account_id,start_date,end_date,plan_tier,seats,mrr_amount,arr_amount,is_trial,upgrade_flag,downgrade_flag,churn_flag,billing_frequency,auto_renew_flag
S-b5643b,A-9f9299,2024-06-11,NA,Enterprise,28,5572,NA,FALSE,FALSE,NA,FALSE,ann&ual,FALSE
S)-49a9aa,A-10b8f2,2023-06-16,NA,Basic,51,969,11628,NA,FALSE ,FALSE,FALSE,annual ,TRUE
S-2877e6 ,A-95b24a,2024-06-28,NA,Enter$prise,38,0 ,0,TRUE,TRUE,TRUE,FALSE ,mon#thly,TRUE
S-8c10c1,NA,2024-12-25,NA,NA,65,12935 ,155220,FALSE,FALSE,NA,FALSE,annual,TRUE
S-d7d398 ,A(-fb18!6e,2024-12-28,NA,En_te-rpr-ise,29,NA,0,TRUE,NA,FALSE,FALSE ,NA,TRUE
S-d$dad91,#A--40906c,2024-06-21,NA,Enterpri@se,92,0,0,TRUE ,FALSE,FALSE,FALSE,annual,FALSE
S-676_2fa,A%-40a55-7,2024-02-12,NA,Enterpri_se,16,3184,38208,FALSE,FALSE,NA,FALSE,annual,TRUE
S--.bb1cf1,NA,2024-09-07,NA,En&terprise,9,0,0,TRUE,NA,FALSE,FALSE,mon.t!hly,FALSE
S-a805a5,NA,2024-09-18,NA,Basi#c,33,627 ,NA,FALSE ,FALSE,FALSE,NA,monthly,NA
S-da0a69,A%-49b828,2023-05-11,NA,Pro,6,294,3528,NA,FALSE,FALSE,FALSE,NA,TRUE
S-59c5d7,A-c16b8_8,2024-10-19 ,NA,Basic ,NA,665,7980,FALSE,TRUE,FALSE ,FALSE,monthly,NA
s-d3faae,a-5c9849,2024-11-12,NA,NA,19,361,4332,false ,NA,false,false,monthly,true 
S-73a4e4,A-993085 ,2024-09-09,NA,Pro,31,1519,18228,NA,FALSE ,FALSE,FALSE,monthly,TRUE
NA,A-e41+44b,2024-12-22,NA ,Ente%rprise,41,8159,97908,FALSE,FALSE,FALSE,FALSE,annual,NA
s-99fb@f7,a-7dacce,2024-09-10,NA,enterprise,12,2388,28656,false,NA,false,false,annual,true
S-e97b)9f,A-a0ca4e,2024-03-16,NA ,Enter$prise,12,2388,28656,FALSE,FALSE,FALSE,FALSE,NA,TRUE 
S-763d(33,NA,NA,NA ,Bas_ic,23,437,5244,FALSE,FALSE ,TRUE,FALSE,annual,FALSE
S-32&378(2,A-7920cc,2024-02-22,NA,Basic,39,741,8892,FALSE,FALSE,FALSE ,NA,monthly,TRUE
S-_1cf.f+18,A-2789e3,2024-10-03,NA,Basic,NA,209,2508,FALSE,NA,FALSE,FALSE,month)ly,TRUE
S-ad39ef,NA,2024-08-25,NA,Pro ,21,0,0,TRUE,TRUE,FALSE,FALSE,annual,NA
S-.bf806d ,A-7c5768,2024-09-21,NA,Basic,62,1178 ,14136 ,FALSE,FALSE,FALSE,FALSE,ann-ual,TRUE
S-36f6ec,NA,2024-08-16,NA,%Pr(o,NA,1029,12348,FALSE,TRUE,FALSE,NA,monthl*y,TRUE
S-aff55c,A-bb2f49,2024-01-14,2024-12-29,Pro,8,0,0 ,TRUE,FALSE,FALSE,TRUE,monthl&y,TRUE
NA,a-2ebb4b,2023-06-16,NA,basic ,41,779,9348,false,false,false,false,annual,true
S-7f8c^d8,%A-53f4*e3,2024-09-18,2024-11-17,Ente.rpris#e,20,3980,47760,FALSE,NA,FALSE,TRUE,mont#hl%y,TRUE
S-e912e.6 ,A-a8d89d ,2023-12-12,NA,_Enterprise,78,15522,186264,FALSE,NA,FALSE,FALSE ,NA,TRUE
S-*fef85a,A-$7f8%24!1,2024-08-06,NA,Pro,34,1666,NA,FALSE,FALSE,FALSE ,FALSE,annual,NA
S-36d5c9,#A-54ecc2,2023-09-16,NA,^Enterprise ,11,2189,26268,FALSE,NA,FALSE,FALSE,monthly,TRUE
S-b*9ff15,A(-95b2-4a ,2024-01-08,NA,NA,43 ,8557,102684 ,FALSE,FALSE,FALSE,NA,annual,FALSE
S-10bd09,A-bbc346 ,2024-09-03,NA,Basic,50,950,11400 ,FALSE,FALSE,FALSE,FALSE,annual ,TRUE
NA,a-3$1+ab&9a,2024-12-06 ,NA,enterp)r@ise,29,5771,69252 ,false,false ,NA,false,mont^h&ly,false
S-f5c47@2,A-faa28c,2024-07-09,NA,Ba&sic ,48,912 ,10944,NA,FALSE,FALSE ,FALSE,m.onthly,TRUE
S-d-bc1ca,A-8adedc ,NA,NA,Ente_rprise,NA,NA,33432,NA,FALSE,NA,FALSE,annual,NA
S-dc6.dfd,NA,2024-09-30,NA,NA,67,3283,39396 ,FALSE,FALSE,FALSE,FALSE,mont%hly,TRUE
)S-b2&d472,A-b(c*f87c ,2024-08-27,NA,Enterp_rise,10,1990,23880,FALSE,FALSE,FALSE,TRUE,_ann^ual,FALSE 
S-9dfce0,A-e&6afc1,2024-08-30,NA,Pro,2,98,1176,FALSE,FALSE,FALSE,FALSE,NA,NA
NA,A-7f29a7,2024-12-21,NA,Basic,NA,779,9348,NA,FALSE,FALSE,FALSE,@monthl&y,TRUE
S%-dabc&d2 ,A-3ce*5b8,2024-09-22,NA ,Pr.o,NA,0,0,TRUE,FALSE,FALSE,FALSE,monthly,TRUE
S-8c3@cc8,A-b2225d,2024-10-17,NA,Basic,47,0,0 ,TRUE,FALSE,FALSE,FALSE,monthly,TRUE
S-#2923fc ,A-fa.3095,2024-07-08,NA,Enter+p+r$ise,NA,13930,167160,FALSE,FALSE,FALSE,FALSE,NA,TRUE
S-f0a2e(5,A-55f257,2024-06-05 ,NA,Ba*s!ic,23,0,0 ,NA,FALSE,FALSE,FALSE,ann.ual,TRUE
S-0(2&5b+ea,A-9affe6,2024-06-25,NA,Pro,NA,NA,9996,FALSE,TRUE,NA,FALSE,monthly,TRUE
S-(0e499f,A-296d7c,2024-08-17 ,NA,Pro ,16,784 ,9408,FALSE,FALSE ,FALSE,FALSE,an.nual,FALSE
NA,A-*65a46c,2024-10-17,NA,Enterprise,13,0,0,TRUE,FALSE,FALSE ,TRUE,*monthly,TRUE
NA,A-*812c5b,2024-07-25,NA,Bas!ic,55,1045,12540,FALSE,FALSE,FALSE ,FALSE,monthly ,NA
S-8e.45b%a,A-7f8241 ,2023-12-13,NA,Ba)sic,34,646,7752,FALSE,FALSE ,FALSE,FALSE,annual,FALSE
S-37ed34,NA,2024-07-07,NA,NA,NA,3980,47760,FALSE,FALSE ,NA,FALSE,annu@al,TRUE
NA,A-17939a ,NA,NA,Basic,36,684,8208,FALSE,FALSE,FALSE,FALSE,mo&n)th+ly,TRUE
NA,A-0a282f,2024-12-25 ,2024-12-28,Pro,8,0,NA,TRUE,FALSE,FALSE,TRUE,annual,TRUE
S-6c969d,A-855a(48,2024-05-08,NA,NA,14,266,3192,NA,FALSE,FALSE,FALSE,monthly,FALSE
S-52.2aef,A-f3ff05,2024-08-22 ,NA,Pro,4 ,NA,2352,FALSE,FALSE,FALSE,FALSE,NA,TRUE
S-82db0@5,A+-417d2.f,2024-12-09,NA,P_ro,26,1274,15288,FALSE,FALSE,FALSE,FALSE,monthly,NA
S-162596,A-462d45,2024-02-29,NA,+Pro,18 ,0,0,TRUE,FALSE,FALSE,NA,monthly,TRUE
S^-f703bd,A-20_2b67 ,2024-09-04,NA,Pr#o,11,539,6468,FALSE,FALSE,NA,FALSE,monthly ,TRUE
S-)a1d6ad,A$-ea^fc6e,2024-09-01 ,NA,Pro,27,1323,15876,FALSE,FALSE,FALSE,FALSE,monthl.y,TRUE
S-8b1fc1,A-*3)09e54 ,2024-12-26,NA,Bas_ic,15,0,0,TRUE,FALSE ,FALSE,FALSE,monthly,TRUE
S-09*cd@ac,A-.82861f,2024-07-31,NA,Basic ,41,779,NA,FALSE,FALSE,FALSE,TRUE,NA,TRUE
S-fa5!3.01,NA,2024-03-14,NA,Pro,55 ,0 ,0,TRUE,FALSE,FALSE ,FALSE,monthly,NA
S-69937b,A-0.8)e34e,2024-08-08,NA,NA,14,686,NA,FALSE,FALSE,FALSE,FALSE,annual,FALSE
S-f2537d,A-#e4#3bf7,2024-01-24,NA,NA,44,NA,25872,FALSE,FALSE,FALSE,FALSE,month&ly ,TRUE
S-27f7b$2,A-a1b80b,2024-04-03,NA,NA,38,722,8664,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-9c2b8e,A-&443f6f,2024-12-26,NA,Basic,19,361,4332,FALSE,TRUE,FALSE,FALSE,annu$al,TRUE
S-a(4f26d,A-32728c ,2023-05-21,NA,Pro,20,980,11760,FALSE,FALSE,NA,FALSE,monthly,TRUE
S-0%cb6ed,A%-a*c85cd,2024-11-09,2024-12-18,P!ro,53 ,2597,31164,FALSE,FALSE,FALSE,TRUE ,ann@ual,TRUE
S-367dee ,A-e19ff6,2024-06-29,NA,!Pro,1,49,588 ,FALSE,FALSE,FALSE,FALSE,annual,TRUE
@S-3B9AD8,A-6E08#F3 ,2024-12-24,NA,)ENT_ERPRISE,28,5572 ,66864,FALSE,FALSE,FALSE,FALSE,MONTHLY,FALSE 
S-c9f8c1,A-544d0a,2024-07-23,NA,En+terprise ,5,995,11940,FALSE,NA,TRUE,FALSE,_monthl_y,TRUE
S-57cd05,A-8b0451,2024-10-26,NA,Basic,41,779,9348,FALSE ,FALSE,FALSE,FALSE,a@nnual,TRUE
S-e505c&1,NA,2024-09-17,NA,Pro,NA,1666,19992,FALSE,FALSE ,FALSE,FALSE,an*nua!l,TRUE
S-121b4d ,A-8ae3fc,2024-11-22,NA,Basic,9,NA,2052,NA,FALSE,FALSE,FALSE,annual,NA
NA,a-4$437+e4,2024-02-06,NA,pro,49,2401,28812 ,false,NA,false,false,ann(u(al,NA
s-c.9b$0cc,a-4d1e75,2024-10-11,NA,enterpr*ise,38,7562,90744,false,false,false,false,mon$thly,true
S-27(c99@3 ,A-09856%0,2024-11-17,NA,NA,4,796,9552,FALSE,FALSE,FALSE,FALSE,mo^nt*hly ,NA
S-8b988*9,A-ac)911_1,2024-08-18,NA,NA,21,NA,12348,FALSE,FALSE ,FALSE,NA,monthly,TRUE
S-2%214c@6,A-3c1a3f,2024-10-07,NA,Pro,82,4018,48216,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
NA,A-cb6(cc6,2024-05-25,NA,Ente-rprise,13,0,0,TRUE,FALSE,NA,FALSE,annual,NA
S-066D80,A--9B9FE9,2024-08-17,NA,PRO,5,245,NA,FALSE ,FALSE,FALSE,FALSE,NA,TRUE
S-228457,A-029f69,2024-05-24,NA ,Enterp$rise,24,4776,NA,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-e_5$0612,A-c7e58b,2024-07-15,NA,Basic,13 ,NA,2964,FALSE,FALSE,NA,FALSE,annual,FALSE
NA,A-00bed1,2024-07-16,NA,E$n&te+rprise,28,5572,66864 ,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-2&37.2d2,A-(cea1f0,2024-12-22,NA,Enterp_rise,21,4179 ,50148,FALSE,FALSE,FALSE,FALSE ,annual,FALSE
S-266(1dc,A-c37cab,2024-08-07,NA,Pro,20,0,0 ,TRUE,FALSE,FALSE,FALSE,NA,TRUE 
S-4@27275 ,A-4c38#bc,NA,NA,Ent(erprise,36,7164,85968,FALSE,NA,FALSE,FALSE,annu!al,TRUE 
S-)628729,A-157070,2024-10-05,NA,Ente)rprise ,23,4577,54924,FALSE,FALSE,TRUE,FALSE,mo_nthly,TRUE
*s-e#260ff,a-bcf87c,2024-12-09,na ,enterpris*e,21,4179,50148,false,false,false,false,NA,true
NA,NA,2024-09-20 ,NA,Pro,9,441 ,5292,FALSE,FALSE,FALSE,FALSE ,monthly,TRUE
S-86455+a,NA,2023-12-01,NA,Pro,12,588,NA,NA,FALSE,FALSE ,FALSE ,m.o*nt*hly,TRUE
S-3660bb,A-474ad4,2024-12-14,NA,Enterprise,NA,0,0,TRUE,FALSE,FALSE,FALSE,monthly ,FALSE
S-6b(f7d7,A-9bf&c9f,2024-03-23,NA,Pr#o ,53 ,2597,31164,FALSE,NA,TRUE,FALSE,annu.al,FALSE
S^-feccd8,A-81.2c5b,2024-12-22,NA ,Enterprise,55,10945 ,131340,FALSE,NA,FALSE ,FALSE ,monthl#y,TRUE
S-0e4b.0c,A-39b19f,NA,2023-06-15 ,Pro,NA,1176,14112,FALSE,FALSE ,TRUE,TRUE,a#nnual ,TRUE
S-0e05+78,A-de58ca,2023-07-09,NA ,Basic ,15,285,3420,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S_-745(3-8d,A)-e60f)9d,2024-11-13,NA,Pro,46,2254,27048,FALSE,FALSE,FALSE,FALSE,NA,TRUE
NA,A-9affe6,2023-10-19,NA,Enterp&rise,7,1393,16716,FALSE ,TRUE,FALSE,FALSE,annual,FALSE
S-1$bd2ec,A^-e60f9d,2024-12-25,2024-12-28,Ba$sic,38,722,8664,FALSE,FALSE,FALSE,TRUE,NA,TRUE
S-3cc352,A-d27f50,2024-08-06,NA,Pro,44,2156 ,25872,FALSE,FALSE,FALSE,FALSE ,mo^nthly,TRUE
S-124207,NA,2023-08-31,NA,Basic,29,551,6612,FALSE,FALSE,FALSE,FALSE,annual,TRUE
-S-+76(e7+d9,A-712f1c,2024-02-09,NA,Enterprise,44,8756,105072,FALSE,FALSE,FALSE ,FALSE,monthly,TRUE
S-44f4+53,A-_19b2c^8,2024-02-10,NA,&Enterprise,20,NA,47760,FALSE ,FALSE,NA,FALSE,monthly,TRUE 
S-0@3a97f,A_-f#51f16,2024-03-15 ,NA,Pro,60,2940,35280,FALSE,FALSE,FALSE,FALSE,a&n(nual,TRUE
S-80c0%1c,A-d3c$8_8e,2024-12-16,NA,Basic,16,304,3648,FALSE,TRUE ,FALSE,FALSE,NA,TRUE
S-666%181 ,A--eb1312,2024-10-09,NA,Basic,71,NA,16188 ,FALSE,FALSE,NA,NA,annua_l,TRUE
S-401(496,A-68f37c,NA,2024-06-22 ,E.nterprise,4,796,9552,FALSE,TRUE,FALSE,TRUE,monthly,TRUE
S-ca0c98,A(-fda07f,2024-11-28,NA ,-Pr^o,7,343,4116,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-01.7e33 ,A-f9cc$74,2024-11-08,NA,Basic,53,1007,12084,FALSE,FALSE,FALSE,TRUE,monthly,TRUE
S-183073 ,A!-e@7a1e2,2024-07-19,NA,Enterpri(se,14 ,2786,33432,FALSE,FALSE,FALSE,FALSE,month-ly,TRUE
S-*22f503,A--7a0d69,2024-09-06,NA,Basic,6,114,1368,FALSE,FALSE ,FALSE,FALSE,NA,TRUE
S-7d-e1b7,A-4d1e75,NA,NA,Enterpr^is&e,20,3980,47760,FALSE,FALSE,FALSE,NA,annual ,TRUE
S-c7f564,A-%902ef7,2024-11-23,NA,Pro,83,0,0,TRUE,TRUE,FALSE,FALSE,annual,TRUE
S-ceffe9,A--89ee83,2024-11-23,NA,Enterpr%ise,2,398,4776,FALSE,NA,FALSE,FALSE,mon!thl_y,NA
S-9b2c95,A-#e60f9$d,2024-11-24,2024-12-05,Pro,29,NA,0,TRUE,FALSE ,FALSE,TRUE,annual,TRUE 
S-cf6e!c1,A-d77f4c,2024-08-04,NA,Enterprise,22,4378,52536,FALSE,TRUE,FALSE ,FALSE,monthly,FALSE
S-A^4%4D7*2,NA,2024-06-12,NA,PRO,18,882,10584 ,FALSE ,FALSE,FALSE,FALSE,MON^THLY,NA
S-0b0&ffa,NA,2024-01-17,2024-04-19,B%asic,64,0 ,0,NA,FALSE,FALSE,TRUE,annual,TRUE 
$S-02a$f5-d,A-d8@2ef9,2024-08-07,NA,Ent.erpri$se ,26,0,0,TRUE,FALSE,FALSE,FALSE,annual ,TRUE
.S-d07(c!53,A)-2$4976-9,2024-09-24,NA,Basic,21,399 ,4788,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S$-c67b^80,A-eb#2fdc,2024-02-24,NA,)Pro,31,1519,18228 ,FALSE ,FALSE,FALSE,NA,monthly,FALSE
S-5d68fb,A)-5f2961 ,2024-12-02,NA,^Pro,49,2401,28812,NA,NA,FALSE ,FALSE,annu&al ,TRUE
^S-fc9cc3 ,&A-9%b9fe9,2024-01-01,NA,)Pro,24,1176,14112,FALSE,NA,FALSE ,FALSE,annual ,TRUE
!S-17f71d,A-e40f45,2024-05-15,NA,Pro,44,2156 ,25872,FALSE ,TRUE,FALSE,FALSE,monthl^y,TRUE
S-5895F0,A&-BCF66_4,2023-10-05,NA,BASIC,8,0 ,0,TRUE,FALSE,NA,FALSE ,AN-NUAL,TRUE
s-b042d9 ,a-0e966d,2024-11-15,NA,NA,11,2189,26268,false,false,false,false,annual,true
S(-ffd1ee,A-f031+40 ,2024-11-06,NA,Pro,27,0,0,TRUE,FALSE,FALSE ,FALSE,an*nual,TRUE 
S-9$c4bcd,A-a7bd4b,NA,NA,NA,5,245,2940,FALSE,TRUE,NA,FALSE,mont_hly,NA
S-4f91d0,A--7f824.1,2024-10-12,NA,Basic,34,646,7752,FALSE,FALSE,FALSE,FALSE,&m$onthly,FALSE
S-672F1^B,A-E%AF&C6E,2023-08-08,NA,P&RO,NA,1323,15876,FALSE,FALSE,FALSE,FALSE,MONTHLY,TRUE
S-1-012#01,A-d49cc5,2024-02-13 ,NA,Ba)s^ic,50,950,11400,FALSE,FALSE,FALSE,FALSE,an%nual,TRUE
S-eea643,NA,NA,NA ,E#n-terprise,28,5572 ,66864,FALSE,FALSE,FALSE,FALSE,mo(nthly,TRUE
S-5f.9a67,A-+6da850,2023-12-04,NA,-Pro,5,245 ,2940 ,FALSE,FALSE,FALSE,FALSE,annual,TRUE 
S-327E7C,A-4E960A,2024-02-07,NA,ENTERPRIS@E,17,0,0,TRUE,FALSE,NA,FALSE,ANNUAL,TRUE
S-d97_c5f,A-53345.2,2024-11-25,NA,Pro,101,4949,59388,FALSE,FALSE ,FALSE,FALSE,monthly,TRUE
S-029c20,A-f44180,2024-12-13,NA,NA,10,0,0 ,TRUE,FALSE,FALSE,FALSE,NA,FALSE
S-a74462,A-7c83a1,2024-05-14 ,NA,Pro,48 ,2352,NA,FALSE,FALSE,FALSE,FALSE,ann^ual,TRUE
-S_-02ec76,NA,2024-09-17,NA,Pro,29,NA,17052,FALSE,FALSE,FALSE,FALSE,+monthly,NA
S-d1^c9e3,A-075038 ,2024-01-09,NA,Basic,17,323,3876,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-51d8db,A-cc1d8d,2024-12-30,NA,Enterprise,6,1194,14328,FALSE,FALSE,FALSE,NA,a!nnual,TRUE 
S-c3c85e,A-271f46,2024-10-31,NA,B-asic,NA,722,8664,FALSE,NA,FALSE,FALSE,m*onthly,TRUE
S-44a6&4$6,A-1e1$b8-0,2023-12-26,NA,NA,50,950,11400,FALSE,NA,FALSE,FALSE,an-nual,TRUE
S-431c03,A-e4$bf56,2024-12-02,NA,&Enterpri&se,37,7363,88356,FALSE,FALSE,FALSE,TRUE,mo@nth@ly,TRUE
S-4f0_027,A-ff79f2 ,2024-12-31,2024-12-31,Enterprise,19,NA,45372,FALSE,NA,FALSE,TRUE,annua(l,TRUE
NA,A-6d(a850,2024-02-20 ,NA,Ente$rprise,23 ,0,NA,TRUE ,NA,FALSE,FALSE,mont$hly,TRUE
S-396a84,_A-5b4ebb,2024-10-23 ,2024-11-27 ,NA,21,399,4788,NA,FALSE,FALSE,TRUE,-monthly,FALSE
NA,A-3f9cc0,NA,NA,Basic,22,0,0,TRUE ,NA,FALSE,FALSE,monthly,TRUE
(S-*259804 ,A-d4ac0e,NA,NA,B&asic,28,532,6384,NA,FALSE,FALSE,NA,annual,NA
NA,A-86cdb4,2024-10-10,2024-12-29,Enterprise,NA,398 ,4776,FALSE,NA,NA,TRUE,!annual,TRUE
-S-fbd52)2,A!-310452,2024-12-28,NA,NA,NA,0,0,TRUE,FALSE,FALSE,FALSE,NA,FALSE
S-bbaf-ad,NA,NA,2024-12-30 ,NA,20,380,NA,FALSE,NA,NA,TRUE,annual,TRUE
S-3ed!c14,NA,2024-10-04,NA,Pro,26 ,0,0,TRUE,FALSE,FALSE,FALSE,annual,TRUE
s-&11e29+d,a-7161#5e,NA,NA,b(asic,32 ,608,7296,false,false,false,false,monthly,true
S-1feff8,A-5fe118 ,2024-12-06,NA,(E*n-terp^ris)e ,39 ,7761,93132 ,FALSE,FALSE,FALSE,FALSE,an%nual,TRUE 
S-61e86c,A%-39ddf4,2024-12-07 ,NA,#Enterprise ,40,7960,95520,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-af41f0,A@-e839@38,2024-06-27 ,NA,Basic,2,38,456,FALSE,FALSE,NA,NA,annual,FALSE
NA,NA,2024-12-14,NA,Pro,59,2891,34692,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S_-f)7fccd,A-44*3b7^c,2024-11-18,NA,Basic,6,0,0,NA,TRUE,FALSE,FALSE,annual,TRUE
S-7904d3 ,A-d4e0d@4,2024-11-30,2024-12-03,Enterprise,117,23283,279396,FALSE,NA,FALSE,TRUE,month_ly,TRUE
S-48a54e,-A-b2225d,2024-10-29,NA,Basic,47,0,0 ,TRUE,FALSE,NA,FALSE,mont+hly,TRUE
S-4a08bd,NA,2024-10-11,NA,NA,67,3283,39396,FALSE,FALSE,FALSE,FALSE,annual,FALSE
S-faa8ec,A-2e4581,2024-12-09,NA,Bas.ic,NA,209 ,2508,NA,FALSE,FALSE,FALSE,NA,TRUE
NA,NA,2024-10-18,NA ,Pro,25,1225,14700 ,FALSE,FALSE,TRUE,FALSE,monthly,TRUE
S-3c0121,A-7c83a1,2024-12-30,NA,Pr(o,24,1176 ,14112,FALSE,FALSE,FALSE ,FALSE,monthly,TRUE
S-13*ca37,A-6843f2,2024-12-21,NA,Pro,NA,0,0,TRUE,FALSE,TRUE,FALSE,monthly,TRUE
S-163E64 ,NA,2024-11-08,NA,ENTERPRISE,62 ,12338,148056,FALSE,NA,FALSE,FALSE ,MONTHLY,TRUE
S-4d1ba6,A-00cac8 ,2024-04-04,NA,&Enterprise,9,0,0 ,TRUE ,FALSE,FALSE,FALSE,annual,FALSE
S-e98d6b,^A-309^e54,2024-12-31,NA,Basic,15,285,3420,FALSE,FALSE,FALSE,FALSE,ann@ual,TRUE
S-04%1_624,^A^-68&43f^2,NA,NA,Enterprise,NA,4179,50148,FALSE,FALSE,FALSE,FALSE,mont)h)ly,TRUE
NA,A-2e4581,2024-11-12,NA,Pr^o,20,980,11760,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
)S-ca1c21,A-f92792,2024-12-02,NA,Basic,9,0,NA,TRUE,NA,FALSE,FALSE,*a&nnual ,FALSE
S-e1*de58,A*-ce5^50d,2024-10-28,NA,Enterprise,35,6965,83580,FALSE,TRUE,FALSE,FALSE,annual ,TRUE
S&-721FEA,A-F6B%2FB ,2024-05-23,NA,PRO,23,1127,13524,FALSE,FALSE,TRUE,FALSE,!MONTHLY,TRUE
.S!-eaac58,A-ff3c_73,2023-04-08,NA,Basic,66,1254,15048,FALSE,FALSE,FALSE,FALSE,annual,TRUE
_S-1218fd,A-2d)4502,2024-11-02,NA,Basic,14,266,3192,FALSE,TRUE,FALSE,NA,mont*hly ,NA
S-936732,A+-2f6a32,2024-11-28,2024-12-06,Pro ,19,931,11172,FALSE,FALSE,NA,TRUE ,an+n!ual,NA
S-c2f293,A-69b%156,2024-12-10,2024-12-30,B*asic,8,152,1824,FALSE,FALSE,FALSE,TRUE,m(onthl%y,FALSE 
S-fe3b71,@A-44dc83,2024-09-24,NA,Enterp^rise,NA,0,0 ,TRUE,FALSE,FALSE,NA,monthly,TRUE
